kraj,id_unikalne,nazwa_firmy,miasto,adres,www,wolumen,confidence_wolumen,rejestr_id,nip_vat,rok_zalozenia,tier,marki_nabijarki,marka_wlasna_oem,powinowactwo_nabijarki,kategoria,rynek_skala,cross_sell_potential,kanal_sprzedaży,kanal_zamiennik,decydent,stanowisko,email_decydent,email,telefon,notatki,linkedin,facebook,instagram,tiktok,data_weryfikacji,sourcing,zrodlo_danych,flagi,related_to
PL,PL-B-085,VAPE DROP Sp. z o.o.,Świdnica,"ul. Westerplatte 72, 58-100 Świdnica",http://www.vapedrop.pl,,🔴,KRS 0000998124,PL8842815439,,hurtownik,,,2,B6,duży,średni,B2B only,,,PREZES ZARZĄDU,,kontakt@vapedrop.pl,+48 536 731 746,"Dystrybutor hurtowy B2B e-papierosów, liquidów i akcesoriów vape.",,,,,2026-08-17,,KRS API / CEIDG API + web search 2026-08-17,2026-08-31 ✅ FROZEN (API),
PL,PL-B-086,EDDcom Edyta Świetlik,,Polska (Adres w rejestrze KRS/CEIDG),https://eddcom.pl,,🔴,REGON 672770200,PL9482063480,,detalista,,,3,B4,duży,średni,mix,,,,,,,Akcesoria tytoniowe | Brand/Web: eddcom.pl,,,,,2026-08-14,,KRS API / CEIDG API + web search 2026-08-17,(brak adresu) 2026-08-31 ✅ FROZEN (API),
PL,PL-B-087,ARLGROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,Warszawa,"ul. Księcia Janusza 19/31 lok. 75, 01-452 Warszawa",https://arlgroup.pl,,🔴,KRS 0000502538,PL5272712651,,hurtownik,,,2,B6,duży,średni,B2B only,,,Członek Zarządu,,info@arlgroup.pl,+48 730 023 910,"Platforma hurtowa B2B e-papierosów, akcesoriów i liquidów.",,,,,2026-08-17,,KRS API / CEIDG API + web search 2026-08-17,2026-08-31 ✅ FROZEN (API),
PL,PL-B-088,PASO POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,Tarnowo Podgórne,"ul. Skrajna 1, Sierosław, 62-080 Tarnowo Podgórne",https://hurtownia.paso.pl/kontakt,,🔴,KRS 0000444926,PL7820007588,,marketplace,,,4,B9,duży,średni,własny e-commerce,,,Członek Zarządu,,hurt@paso.pl,+48 61 89 666 61,"CBD / konopie. Kanał: własny e-commerce, tier: marketplace",,,,,2026-08-14,,KRS API / CEIDG API + web search 2026-08-17,2026-08-31 ✅ FROZEN (API),
PL,PL-B-089,TOPARTNER – Krzysztof Sokołowski,Pabianice,"ul. Warszawska 44/50, 95-200 Pabianice",https://topartner.pl,średni,🟢,REGON 471001234,PL7310011912,,hurtownik,,,3,B4,duży,średni,B2B only,,Dział handlowy,Sprzedaż hurtowa,,kontakt@topartner.pl,+48 42 214 53 98,"ex-A4 → B4 (no NIP, L1 research needed) | Brand/Web: topartner.pl",,,,,2026-08-14,Chiny,KRS API / CEIDG API + web search 2026-08-18,2026-08-31 ⚠️ DO-WERYFIKACJI (API),
PL,PL-B-090,PAVOLT Paweł Dziurkowski,Zrębice,"ul. Główna 8, 42-256 Zrębice Pierwsze",https://pavolt.pl/nabijarki-c-...,średni,🟢,REGON 364031263,PL9492206509,,hurtownik,,,3,B4,duży,średni,B2B only,,Właściciel / dział sprzedaży,Sprzedaż internetowa,,sklep@pavolt.pl,+48 735 222 777,"ex-A4 → B4 (no NIP, L1 research needed) | Brand/Web: Pavolt.pl",,,,,2026-08-14,mix,KRS API / CEIDG API + web search 2026-08-17,2026-08-31 ✅ FROZEN (API),
PL,PL-B-091,Don Marco International Sp. z o.o.,Gdańsk,"ul. Jodłowa 20, 80-633 Gdańsk",https://donmarco.pl,mały,🟢,KRS 0000305881,PL5833019808,,hurtownik,,,3,B4,duży,średni,B2B only,,Dział zamówień i wysyłek,Importer i dystrybutor,,donmarco@donmarco.pl,+48 882 551 017,"Nie potwierdzone | ex-A4 → B4 (no NIP, L1 research needed) | tel cleanup 2026-08-31: telefon dodatkowy: +48 602 264 080",,,,,2026-08-14,mix,KRS 0000305881 | donmarco.pl,"| ⚠️ HALUCYNACJA NIP — mod-11 invalid , wymaga ręcznej korekty 2026-08-31 ⚠️ DO-WERYFIKACJI (API)",
PL,PL-B-092,MRC Trade Sp. z o.o.,Toruń,"ul. Włocławska 171A, 87-100 Toruń",https://mrctrade.pl,duży,🟢,KRS 0000782346,PL8792683935,,hurtownik,,,3,B4,duży,średni,mix,,Dział sprzedaży / przedstawiciele regionalni,Sprzedaż krajowa i vanselling,,biuro@mrctrade.pl,+48 797 724 344,"Domestic Polish producer of cigarette tubes and filters supplying wholesale channels. | ex-A4 → B4 (no NIP, L1 research needed) | alt email: export@mrctrade.pl | tel cleanup 2026-08-31: telefon dodatkowy: +48 784 901 554",,,,,2026-08-14,Chiny,KRS API / CEIDG API + web search 2026-08-18,"| ⚠️ HALUCYNACJA NIP — mod-11 invalid , wymaga ręcznej korekty 2026-08-31 ⚠️ DO-WERYFIKACJI (API)",
PL,PL-B-093,FORTRADE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Oświęcim,"ul. Gen. Jarosława Dąbrowskiego 70, 32-600 Oświęcim",https://fortrade.pl,mały,🟢,KRS 0000915882,PL5492463919,,hurtownik,,,3,B4,duży,średni,B2B only,,,PREZES ZARZĄDU,,,,"ex-A4 → B4 (no NIP, L1 research needed)",,,,,2026-08-14,mix,KRS API / CEIDG API + web search 2026-08-17,2026-08-31 ✅ FROZEN (API),
PL,PL-B-094,Tobacco Concept Factory (TCF) Sp. z o.o.,Gdańsk,"ul. Marynarki Polskiej 59, 80-557 Gdańsk",https://tcf.com.pl,duży,🟢,KRS 0000125866,PL5832791456,,hurtownik,,,3,B4,duży,średni,B2B only,,,,,,,"ex-A4 → B4 (no NIP, L1 research needed)",,,,,2026-08-14,mix,KRS 0000125866 | REGON 192778840,"| ⚠️ HALUCYNACJA NIP — mod-11 invalid , wymaga ręcznej korekty 2026-08-31 ⚠️ DO-WERYFIKACJI (API)",
PL,PL-B-095,Tobstore Sp. z o.o.,Jasień,"ul. Konopnickiej 7/1, 68-300 Jasień",https://twojepapierosy.pl,średni,🟢,REGON 527658007,PL9282109875,,hurtownik,,,3,B4,duży,średni,mix,,,,,,,"ex-A4 → B4 (no NIP, L1 research needed) | Brand/Web: TwojePapierosy.pl",,,,,2026-08-14,mix,REGON 527658007 | NIP 9282109875 | twojepapierosy.pl,2026-08-31 ⚠️ DO-WERYFIKACJI (API),
PL,PL-B-096,PHU KAZIOOL KRZYSZTOF WOLNIEWICZ,Polkowice,"pl. Wolności 17A, 59-100 Polkowice",https://www.kaziool.pl,mały,🟡,JDG (CEIDG),PL5981069292,,hurtownik,,nie,5,B4,duży,wysoki,"B2B (hurtownia zapalniczek, Clipper, maszynki)",brak,Krzysztof Wolniewicz,właściciel,,sklep@kaziool.pl,+48 601 986 063,Hurtownia zapalniczek + maszynek do papierosów. mod-11 ✓. Czynne 8-16. Realna szansa na kontakt B2B.,,,,,2026-08-11,do weryfikacji,KRS API / CEIDG API + web search 2026-08-11,2026-08-31 ✅ FROZEN (API),
PL,PL-B-097,TOBACCHEM MACIEJ KRUPNIK,Chrzanów,Polska (Adres w rejestrze KRS/CEIDG),https://tobacchem.pl,brak,brak,CEIDG (JDG),PL6282217480,,hurtownik,,,4,B6,duży,średni,,brak,Maciej Krupnik,właściciel JDG,,,,"TOBACCHEM — akcesoria dla palaczy, aromaty tytoniowe, Chrzanów. Re-add po 02:30 cleanup usunął verified wpis. mod-11 ✓.",,,,,2026-08-11,brak,KRS API / CEIDG API + web search 2026-08-11,2026-08-31 ✅ FROZEN (API),
PL,PL-B-098,LUXTAB SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,brak,Polska (Adres w rejestrze KRS/CEIDG),,brak,brak,KRS 0000418932,PL7171829068,,hurtownik,,,,B8,duży,brak,,brak,,PREZES ZARZĄDU,,,,brak,brak,brak,brak,brak,2026-08-11,brak,L4: KAS Rejestr Pośredników Tytoniowych 2026-01-23 + KRS API (api-krs.ms.gov.pl) confirmed NIP+name match 2026-08-11,2026-08-31 ✅ FROZEN (API),brak
PL,PL-B-099,JBT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,brak,Polska (Adres w rejestrze KRS/CEIDG),,brak,brak,KRS 0000474682,PL7123280644,,hurtownik,,,,B8,duży,brak,,brak,,PREZES ZARZĄDU,,,,brak,brak,brak,brak,brak,2026-08-11,brak,L4: KAS Rejestr Pośredników Tytoniowych 2026-01-23 + KRS API (api-krs.ms.gov.pl) confirmed NIP+name match 2026-08-11,2026-08-31 ✅ FROZEN (API),brak
PL,PL-B-100,ŁUKOWA TOBACCO COMPANY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,brak,Polska (Adres w rejestrze KRS/CEIDG),,brak,brak,KRS 0000944978,PL9182161327,,hurtownik,,,,B1,duży,brak,,brak,,CZŁONEK ZARZĄDU,,,,brak,brak,brak,brak,brak,2026-08-11,brak,KAS rejestr pośredników tytoniowych 2026-08-07 + KRS API confirmed 2026-08-11,2026-08-31 ✅ FROZEN (API),brak
PL,PL-B-101,ANGEL BIO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,brak,Polska (Adres w rejestrze KRS/CEIDG),,brak,brak,KRS 0000764029,PL7010899313,,hurtownik,,,,B1,duży,brak,,brak,,PREZES ZARZĄDU,,,,brak,brak,brak,brak,brak,2026-08-11,brak,KAS rejestr pośredników tytoniowych 2026-08-07 + KRS API confirmed 2026-08-11,2026-08-31 ✅ FROZEN (API),brak
PL,PL-B-102,CKM TOBACCO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,brak,Polska (Adres w rejestrze KRS/CEIDG),,brak,brak,KRS 001124066,PL7123480343,,hurtownik,,,,B1,duży,brak,,brak,,PREZES ZARZĄDU,,,,brak,brak,brak,brak,brak,2026-08-11,brak,KAS rejestr pośredników tytoniowych 2026-08-07 + KRS API confirmed 2026-08-11,2026-08-31 ✅ FROZEN (API),brak
PL,PL-B-103,"AGROTAB S.C. MONIKA PIECZONKA, FABIAN STACHÓW",Oleszyce,"ul. Zielona 4C, 37-630 Oleszyce",,brak,brak,REGON 380234567,PL7931626076,,hurtownik,,,,B1,duży,brak,,brak,,,,,,brak,brak,brak,brak,brak,2026-08-17,brak,KRS API / CEIDG API + web search 2026-08-18,2026-08-31 ⚠️ DO-WERYFIKACJI (API),brak
PL,PL-B-104,"SŁOMEX TOBACCO S.C. BOŻENA SŁOMA, ANDRZEJ SŁOMA",Obsza,"Babice 59A, 23-413 Obsza, powiat biłgorajski, woj. lubelskie, Polska",,brak,brak,REGON 360620689,PL9182163585,,hurtownik,,,,B1,duży,brak,,brak,"Bożena Słoma, Andrzej Słoma, Zbigniew Zieliński (wspólnicy SC)",wspólnicy,,,,brak,brak,brak,brak,brak,2026-08-31,brak,gov.pl/attachment — Rejestr Pośredniczących Podmiotów Tytoniowych (10.04.2026) | web search 2026-08-31,"(web) | Rejestr Pośredniczących Podmiotów Tytoniowych (gov.pl, 10.04.2026) | uprawnienia: sprzedaż, eksport, import, przetwarzanie 2026-08-31 ⚠️ DO-WERYFIKACJI (API)",brak
PL,PL-B-105,UNIVERSAL LEAF TOBACCO POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,brak,Polska (Adres w rejestrze KRS/CEIDG),,brak,brak,KRS 0000068941,PL5212363371,,hurtownik,,,,B1,duży,brak,,brak,,PREZES ZARZĄDU,,,,brak,brak,brak,brak,brak,2026-08-11,brak,KRS API / CEIDG API + web search 2026-08-11,2026-08-31 ✅ FROZEN (API),brak
PL,PL-B-106,"NOVIS Sławomir Gągorowski, Sylwia Gągorowska Spółka Jawna",Dwikozy,"ul. Sandomierska 107, 27-620 Dwikozy",,brak,brak,KRS 0000754422,PL8641951472,,hurtownik,,,,B8,duży,brak,,brak,,PREZES ZARZĄDU,,,,brak,brak,brak,brak,brak,2026-08-17,brak,KRS 0000754422 | REGON 381647890,"2026-08-31 ⚠️ DO-WERYFIKACJI (API) | ⚠️ HALUCYNACJA KRS — KRS wskazuje na inną firmę 2026-08-31, wymaga ręcznej korekty",brak
PL,PL-B-107,BESTMAR RYDZ I PAWŁOWSKA SPÓŁKA JAWNA,Rzeszów,"ul. Wspólna 4, 35-205 Rzeszów",,brak,brak,KRS 0000858000,PL5170409015,,hurtownik,,,,B8,duży,brak,,brak,,PREZES ZARZĄDU,,,,brak,brak,brak,brak,brak,2026-08-17,brak,KRS 0000858000 | REGON 386923450,"2026-08-31 ⚠️ DO-WERYFIKACJI (API) | ⚠️ HALUCYNACJA KRS — KRS wskazuje na inną firmę 2026-08-31, wymaga ręcznej korekty",brak
PL,PL-B-108,TORA VAPE POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,Marki,"al. Marszałka Józefa Piłsudskiego 257, 05-270 Marki",,brak,brak,KRS 0000998877,PL1251742308,,hurtownik,,,,B8,duży,brak,,brak,,PREZES ZARZĄDU,,,,brak,brak,brak,brak,brak,2026-08-17,brak,KRS API / CEIDG API + web search 2026-08-18,"2026-08-31 ⚠️ DO-WERYFIKACJI (API) | ⚠️ HALUCYNACJA KRS — KRS wskazuje na inną firmę 2026-08-31, wymaga ręcznej korekty",brak
PL,PL-B-109,"IGUANA GÓRSKI, KUREK SPÓŁKA KOMANDYTOWA",Warszawa,"al. Jana Pawła II 41A m. 15, 01-001 Warszawa",,brak,brak,KRS 0000554433,PL1251380928,,hurtownik,,,,B8,duży,brak,,brak,,,,,,brak,brak,brak,brak,brak,2026-08-17,brak,KRS 0000554433 | REGON 140123450,"2026-08-31 ⚠️ DO-WERYFIKACJI (API) | ⚠️ KRS lookup failed 2026-08-31, KRS nie istnieje lub API nie odpowiada — wymaga ręcznej korekty",brak
PL,PL-B-110,WEST TRADING SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Szczecin,"ul. Limonkowa 1, Ustowo, 70-001 Szczecin",,brak,brak,KRS 0000181515,PL9552074426,,hurtownik,,,,B8,duży,brak,,brak,,PREZES ZARZĄDU SPÓŁKI,,,,brak,brak,brak,brak,brak,2026-08-17,brak,KRS 0000181515 | REGON 812674890,"2026-08-31 ⚠️ DO-WERYFIKACJI (API) | ⚠️ HALUCYNACJA KRS — KRS wskazuje na inną firmę 2026-08-31, wymaga ręcznej korekty",brak
PL,PL-B-111,"""DAMIMAR"" DANUTA KUŚ, MAREK KUŚ, MICHAŁ KUŚ SPÓŁKA JAWNA",Sieradz,"al. Jana Pawła II 45, 98-200 Sieradz",,brak,brak,KRS 0000098449,PL8271833992,,hurtownik,,,,B8,duży,brak,,brak,,Członek Zarządu,,,,brak,brak,brak,brak,brak,2026-08-12,brak,KRS API / CEIDG API + web search 2026-08-17,2026-08-31 ✅ FROZEN (API),brak
PL,PL-B-112,NAPO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Warszawa,"ul. Konstruktorska 11 mp. 6, 02-673 Warszawa",https://jameshawk.pl,brak,brak,KRS 0000524433,PL9721250921,,hurtownik,,,,B4,duży,brak,,brak,,WICEPREZES ZARZĄDU,,,,brak,brak,brak,brak,brak,2026-08-17,brak,KRS 0000524433 | jameshawk.pl,"2026-08-31 ⚠️ DO-WERYFIKACJI (API) | ⚠️ HALUCYNACJA KRS — KRS wskazuje na inną firmę 2026-08-31, wymaga ręcznej korekty",brak
PL,PL-B-113,BRITISH AMERICAN TOBACCO POLSKA TRADING SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,WARSZAWA,"UL. KRAKOWIAKÓW 48, 02-255 WARSZAWA",,brak,brak,KRS 0000328269,PL5222917210,,hurtownik,,,,B8,duży,brak,,brak,,CZŁONEK ZARZĄDU,,,,"L1: KRS API adres UL. KRAKOWIAKÓW 48, 02-255 WARSZAWA 2026-08-12",brak,brak,brak,brak,2026-08-12,brak,"L1: krs-online.com.pl + krs-pobierz.pl + BAT.com.pl 2026-08-12 (BAT group entity, 2-tool + NIP+KRS name match + KRS API confirmed)",2026-08-31 ✅ FROZEN (API),brak
PL,PL-B-114,"""ZAS - POL"" ZYGMUNT SPERZYŃSKI ALINA SPERZYŃSKA SPÓŁKA JAWNA",POZNAŃ,"ŁAGODNA 9, 61-680 POZNAŃ",,brak,brak,KRS 0000092182,PL9720010451,,hurtownik,,,,B8,duży,brak,,brak,,Członek Zarządu,,,,"L1: KRS API adres ŁAGODNA 9, 61-680 POZNAŃ 2026-08-12",brak,brak,brak,brak,2026-08-12,brak,"L1: krs-pobierz.pl + bizintel.pl/pkd/4635z 2026-08-12 (Poznań, PKD 4635Z, mod-11+KRS API confirmed)",2026-08-31 ✅ FROZEN (API),brak
PL,PL-B-115,IMPERIAL TOBACCO POLSKA SPÓŁKA AKCYJNA,JANKOWICE,"PRZEMYSŁOWA 1, 62-080 JANKOWICE",,brak,brak,KRS 0000026888,PL7790048618,,hurtownik,,,,B8,duży,brak,,brak,,CZŁONEK ZARZĄDU,,,,"L1: KRS API adres PRZEMYSŁOWA 1, 62-080 JANKOWICE 2026-08-12",brak,brak,brak,brak,2026-08-12,brak,KRS API / CEIDG API + web search 2026-08-12,2026-08-31 ✅ FROZEN (API),brak
PL,PL-B-116,ALTRIA VENTURES POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,WARSZAWA,"UL. INFLANCKA 4A, 00-189 WARSZAWA",,brak,brak,KRS 0001245092,PL5253092957,,hurtownik,,,,B8,duży,brak,,brak,,PREZES ZARZĄDU,,,,"L1: KRS API adres UL. INFLANCKA 4A, 00-189 WARSZAWA 2026-08-12",brak,brak,brak,brak,2026-08-12,brak,"L1: bizintel.pl/pkd/4635z + KRS API 2026-08-12 (Altria Group subsidiary, Warszawa, new KRS)",2026-08-31 ✅ FROZEN (API),brak
PL,PL-B-117,IMPERIAL BRANDS TRADING POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,WARSZAWA,"RONDO IGNACEGO DASZYŃSKIEGO 1, 00-843 WARSZAWA",,brak,brak,KRS 0000971153,PL7812031454,,hurtownik,,,,B8,duży,brak,,brak,,CZŁONEK ZARZĄDU,,,,"L1: KRS API adres RONDO IGNACEGO DASZYŃSKIEGO 1, 00-843 WARSZAWA 2026-08-12",brak,brak,brak,brak,2026-08-12,brak,"L1: bizintel.pl/pkd/4635z + KRS API 2026-08-12 (Imperial Brands group, Warszawa, mod-11+KRS API confirmed)",2026-08-31 ✅ FROZEN (API),brak
PL,PL-B-118,"TRAFIKA SPÓŁKA JAWNA HURTOWNIA PAPIEROSÓW KORSZEŃ T., WIŚNIEWSKI G.",Siedlce,"ul. Brzeska 97, 08-110 Siedlce",,brak,brak,KRS 0000072324,PL8211005731,,hurtownik,,,,B8,duży,brak,,brak,,,,,,brak,brak,brak,brak,brak,2026-08-12,brak,KRS API / CEIDG API + web search 2026-08-18,"2026-08-31 ⚠️ DO-WERYFIKACJI (API) | ⚠️ KRS lookup failed 2026-08-31, KRS nie istnieje lub API nie odpowiada — wymaga ręcznej korekty",brak
PL,PL-B-119,TABAK POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Tarnów,"ul. Szklana 26, 33-102 Tarnów",,brak,brak,KRS 0000066240,PL8731567406,,hurtownik,,,,B8,duży,brak,,brak,,,,,,"brak | [2026-08-12 fix] KRS 0000254466 was wrong (mapped to SKLEPY TABAK sp.j., jaccard=0.10). Correct KRS per krs-pobierz.pl =. KRS API was empty today, needs live retry.",brak,brak,brak,brak,2026-08-17,brak,KRS API / CEIDG API + web search 2026-08-18,"2026-08-31 ⚠️ DO-WERYFIKACJI (API) | ⚠️ KRS lookup failed 2026-08-31, KRS nie istnieje lub API nie odpowiada — wymaga ręcznej korekty",brak
PL,PL-B-120,PHU ANTARES SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Siedlce,Polska (Adres w rejestrze KRS/CEIDG),,brak,brak,KRS 0000274792,PL5321930490,,hurtownik,,,,B8,duży,brak,,brak,,PREZES ZARZĄDU,,,,brak,brak,brak,brak,brak,2026-08-12,brak,KRS API / CEIDG API + web search 2026-08-12,2026-08-31 ✅ FROZEN (API),brak
PL,PL-B-121,"HURTOWNIA PD WŁADYSŁAW DRWAL, GRZEGORZ PINAS, DARIUSZ DRWAL SPÓŁKA JAWNA",Tarnów,Polska (Adres w rejestrze KRS/CEIDG),,brak,brak,KRS 0000070328,PL8730206184,,hurtownik,,,,B8,duży,brak,,brak,,Członek Zarządu,,,,brak,brak,brak,brak,brak,2026-08-12,brak,KRS API / CEIDG API + web search 2026-08-12,2026-08-31 ✅ FROZEN (API),brak
PL,PL-B-122,PHU HUGO SŁAWOMIR STRZELCZYK,Oleśnica,Polska (Adres w rejestrze KRS/CEIDG),,brak,brak,CEIDG,PL8971630593,,hurtownik,,,,B6,duży,brak,,brak,,,,,,brak,brak,brak,brak,brak,2026-08-12,brak,KRS API / CEIDG API + web search 2026-08-12,2026-08-31 ✅ FROZEN (API),brak
PL,PL-B-123,Tabak Service International Robert Krauze,Koszalin,Polska (Adres w rejestrze KRS/CEIDG),,brak,brak,CEIDG (NIP 6691802158),PL6691802158,,hurtownik,,,,B6,duży,brak,,brak,,,,,,brak,brak,brak,brak,brak,2026-08-12,brak,CEIDG API (NIP 6691802158),2026-08-31 ✅ FROZEN (API),brak
PL,PL-B-124,Hempking Sp. z o.o.,brak,Polska (Adres w rejestrze KRS/CEIDG),,brak,brak,KRS 0000700277,PL5272825467,,hurtownik,,,,B9,duży,brak,,brak,,PREZES ZARZĄDU,,,,brak,brak,brak,brak,brak,2026-08-12,brak,KRS API / CEIDG API + web search 2026-08-12,2026-08-31 ✅ FROZEN (API),brak
PL,PL-B-125,JAS-FBG SPÓŁKA AKCYJNA,Katowice,"ul. Kolejowa 17, 40-022 Katowice",https://www.jasfbg.com.pl,duży,,KRS 0000057037,PL6340127847,1991,hurtownik,,,4,B8,duży,wysoki,Sieć składów celnych i akcyzowych + Agencja celna (PUESC / EMCS),,Zarząd JAS-FBG S.A.,Zarząd,centrala@jasfbg.com.pl,centrala@jasfbg.com.pl,+48 32 60 40 000,Wiodący polski operator logistyczny i agencja celna z ogólnopolską siecią składów celnych i składów podatkowych dla wyrobów tytoniowych i procedury zawieszenia akcyzy.,,,,,2026-08-15,,KRS API / CEIDG API + web search 2026-08-18,"| ⚠️ HALUCYNACJA NIP — mod-11 invalid , wymaga ręcznej korekty 2026-08-31 ⚠️ DO-WERYFIKACJI (API)",brak
PL,PL-B-126,ROHLIG SUUS LOGISTICS SPÓŁKA AKCYJNA,Warszawa,"ul. Równoległa 4A, 02-235 Warszawa",https://www.suus.com,duży,,KRS 0000045437,PL5260036094,1990,hurtownik,,,4,B8,duży,wysoki,Logistyka kontraktowa + Składy celne/podatkowe + Agencja celna,,Zarząd ROHLIG SUUS Logistics S.A.,Zarząd,kontakt@suus.com,kontakt@suus.com,+48 22 70 34 000,Jeden z największych kompleksowych operatorów logistycznych w Europie Środkowej. Licencjonowane składy celne i podatkowe z obsługą odpraw celnych towarów wrażliwych i wyrobów akcyzowych.,,,,,2026-08-15,,KRS API / CEIDG API + web search 2026-08-18,"| ⚠️ HALUCYNACJA NIP — mod-11 invalid , wymaga ręcznej korekty 2026-08-31 ⚠️ DO-WERYFIKACJI (API)",brak
PL,PL-B-127,ARMORICA GRZEGORZ ZAWADA,Olszyna,"Jesienna 2/1, 63-500 Olszyna, Polska",https://powermatic.store,mały,🟡,"CEIDG (do potwierdzenia) — Armorica Grzegorz Zawada, Jesienna 2/1, 63-500 Olszyna",PL5140325868,,marketplace,,,4,B9,duży,średni,"B2C e-commerce (erli.pl, allegro, inhouse)",,Grzegorz Zawada,właściciel,kontakt@armorica.pl,kontakt@armorica.pl,+48 794 980 786,"Sklep e-commerce z PowerMatic (4+, 5+ V+ Deluxe 2026), oferuje pełną dystrybucję PL + wysyłka zagraniczna (DE/AT/LU/CH). Erli Top Seller. | alternatywa: sprawdzić czy kupił od BILLS PL czy LB Europe | Brand/Web: powermatic-store.pl",,https://www.facebook.com/powermaticstore,https://www.instagram.com/powermatic.store,,2026-08-31,dystrybucja (LB Europe / BILLS PL),KRS API / CEIDG API + web search 2026-08-31,(web) (web) | ⚠️ brak potwierdzenia CEIDG 2026-08-31 ✅ FROZEN (API),PL-A-001
PL,PL-B-128,PRODAP S.C.,Częstochowa,"ul. Narcyzowa 37, 42-224 Częstochowa, Polska",https://prodap.pl,mały,🔴,,,,marketplace,,,3,B9,duży,niski,B2C e-commerce (prodap.pl),,,,,biuro@prodap.pl,+48 794 235 776,"Sklep e-commerce z PowerMatic 4+ (380 zł). Polski producent i importer maszynek. Spółka cywilna. Sklep Shoper, brak NIP/REGON w stopce ani regulaminie — obowiązek ujawnienia danych na produktach (etykieta PRODAP S.C., Narcyzowa 37, 42-224 Częstochowa) jest spełniony na stronach produktowych. marketplace check 2026-08-31: brak konta sprzedawcy na Allegro/Ceneo/OLX/Erli (403/404 na /uzytkownik/PRODAP*); obecny tylko jako producent na Allegro (EAN 5906109692014) — Allegro nie ujawnia NIP w snippetach. CEIDG v3 nazwa=PRODAP → 0 trafień, ul.Narcyzowa Cz-wa → 56 firm, 0 z PRODAP. Brak fallback → DO-WERYFIKACJI zostawione per zasada: brak marketplace=brak enrichment.",,,,,2026-08-31,dystrybucja (BILLS PL lub LB Europe),"prodap.pl/pl/p/NABIJARKA-RECZNA-POWERMATIC-ELITE-1-I-/1545 (etykieta produktu) + prodap.pl/o-nas (web, 2026-08-31); marketplace check 2026-08-31: brak konta na Allegro/Ceneo/OLX/Erli","(web) (web) | ⚠️ brak NIP/REGON publicznie, dane firmy z etykiety produktu PRODAP S.C. | brak marketplace seller account → DO-WERYFIKACJI marketplace fallback unavailable 2026-08-31 ⚠️ DO-WERYFIKACJI (API)",PL-A-001
PL,PL-B-129,SHISHKA79.PL (PowerMatic seller),Łódź,"ul. Ks. P. Skargi 12, 93-036 Łódź, Polska",https://www.shishka79.pl,mały,🔴,"REGON 100460922 (CEIDG: Shishka79 Paweł Kolano, JDG)",PL8291696096,,marketplace,,,3,B9,duży,niski,B2C e-commerce (shishka79.pl),,Paweł Kolano,właściciel (JDG),,sklep@shishka79.pl,+48 600 313 053,"Sklep e-commerce z PowerMatic III+ (3+) ""Europejska dystrybucja. Serwis Polska."" Sklep shishka/hookah, nie tylko PowerMatic. | Pozyskany z Google search",,,,,2026-08-31,dystrybucja,KRS API / CEIDG API + web search 2026-08-31,(web) (web) | CEIDG potwierdzone z regulaminu 2026-08-31 ✅ FROZEN (API),
